trans_code,acct_num,trans_dt,debit_amt,credit_amt,balance,description,teller_id
LEG1105606,00001812,20231230,21989.72,0.0,28046.77,ATM Withdrawal,T0170
LEG1358318,ACC-0000-4384,01/01/24,24169.74,0.0,57630.16,Bill Payment,
LEG1623896,00002851,20240312,0.0,20554.01,-7250.91,Bill Payment,T0172
LEG4304567,ACC-0000-2221,03-06-2024,0.0,21176.76,19854.79,Transfer Out,T0208
LEG7925705,ACC 00003819,09-21-2023,21793.93,0.0,1474.46,Card Purchase,T0181
LEG5233707,ACC00004761,03/20/24,0.0,11874.64,16161.9,Wire Transfer,T0243
LEG3431667,ACC00002539,12/13/23,20691.35,0.0,44353.25,Bill Payment,T0221
LEG9179242,ACC-0000-1718,01-27-2024,20206.53,0.0,25090.5,Wire Transfer,T0176
LEG1984026,ACC 00010825,01-02-2024,7924.06,0.0,33232.7,Direct Deposit,T0157
LEG8525200,ACC 00005436,20240216,16235.86,0.0,26105.83,Card Purchase,T0168
LEG2803842,ACC00004415,10/20/23,22604.78,0.0,87519.98,Check Deposit,T0164
LEG2470798,ACC-0000-8705,01/04/24,0.0,17272.79,57702.01,ATM Withdrawal,T0241
LEG7418491,ACC00002038,20-01-2024,20683.48,0.0,62598.02,Transfer Out,T0215
LEG4644478,00002395,11-11-2023,2559.03,0.0,66246.33,Transfer Out,T0128
LEG8791995,ACC-0000-2225,05-10-2023,5506.28,0.0,512.5,Wire Transfer,T0119
LEG0304881,ACC-0000-2842,02-26-2024,0.0,12319.14,80841.42,Bill Payment,T0249
LEG0573213,ACC 00009850,04/03/24,23746.01,0.0,12041.24,Direct Deposit,T0109
LEG1665559,ACC-0000-7232,04/03/24,16028.91,0.0,4347.66,Card Purchase,T0132
LEG7043772,00002925,20240212,13233.07,0.0,36536.92,Online Purchase,T0191
LEG2501386,ACC 00008245,11-17-2023,10391.76,0.0,63573.31,ATM Withdrawal,T0167
LEG6190875,00009724,20231128,12948.19,0.0,75815.96,ATM Withdrawal,T0241
LEG9257127,ACC00004236,12/08/23,228.47,0.0,64130.11,Card Purchase,T0171
LEG3734361,ACC-0000-4805,10-18-2023,1113.49,0.0,42177.7,Online Purchase,T0225
LEG1339100,ACC 00006581,20231210,0.0,17796.47,90324.76,Transfer In,T0222
LEG2752147,00005830,20231120,17667.19,0.0,11904.64,ATM Withdrawal,T0174
LEG7337847,00009113,09-19-2023,0.0,10974.91,46331.24,Transfer Out,T0179
LEG4183027,ACC-0000-3272,19-01-2024,0.0,15263.46,86938.38,Refund,T0179
LEG1487458,ACC-0001-0641,01-20-2024,0.0,17557.43,33302.08,Monthly Fee,T0161
LEG5450294,ACC-0000-4176,03-03-2024,0.0,1632.94,11340.98,Online Purchase,T0222
LEG1953866,00003729,10/10/23,0.0,20024.32,72028.92,Online Purchase,T0106
LEG4890702,ACC 00006780,20240303,7953.94,0.0,54090.87,Check Deposit,T0151
LEG2884290,ACC-0001-0072,15-02-2024,0.0,15506.7,90582.13,Online Purchase,T0187
LEG5445332,ACC 00009957,04/01/24,0.0,18878.78,31531.7,Wire Transfer,T0151
LEG8109165,ACC 00010373,25-12-2023,11612.39,0.0,24520.74,ATM Withdrawal,T0240
LEG3407752,ACC 00006866,20231217,0.0,21656.15,61542.03,Monthly Fee,T0114
LEG5547419,ACC-0000-8181,20240121,0.0,1777.81,63418.96,Wire Transfer,T0243
LEG5148087,ACC-0000-9502,01-17-2024,0.0,15768.18,78049.15,Wire Transfer,T0176
LEG6504829,00006111,01-15-2024,23644.36,0.0,19942.6,Wire Transfer,T0215
LEG4207119,ACC 00004583,12/06/23,0.0,2256.23,91572.66,Direct Deposit,T0172
LEG2827844,00001213,02-12-2023,18292.09,0.0,99068.54,Refund,T0228
LEG5721505,ACC-0000-4006,20240125,11455.11,0.0,22885.49,Transfer In,T0196
LEG9348740,00002071,03-05-2024,0.0,1836.17,63473.61,ATM Withdrawal,T0137
LEG7510582,ACC 00003041,12-14-2023,0.0,24800.41,53931.84,ATM Withdrawal,T0149
LEG1186230,ACC-0000-1130,12-16-2023,0.0,8194.37,33763.62,Online Purchase,T0202
LEG5435368,ACC00006404,10-30-2023,0.0,23216.32,1152.58,Refund,T0185
LEG0623960,00010288,11/23/23,0.0,17144.18,30126.62,Direct Deposit,T0126
LEG2308492,ACC00006439,03/24/24,17840.08,0.0,17271.22,ATM Withdrawal,T0244
LEG9147707,00005156,20231215,13739.22,0.0,46772.44,Transfer In,T0126
LEG6560347,ACC 00002857,02-21-2024,0.0,20450.56,41935.44,Transfer In,T0149
LEG9784473,ACC-0000-2095,11/26/23,0.0,1574.42,78979.77,Card Purchase,T0164
LEG0565620,ACC-0000-7779,10/01/23,18214.27,0.0,94518.05,Transfer In,T0202
LEG2653239,ACC 00003371,03-16-2024,13156.34,0.0,40642.28,Transfer Out,
LEG8523401,00002266,20240228,0.0,19009.52,48390.15,Monthly Fee,T0230
LEG8771714,ACC-0000-2208,17-10-2023,0.0,19500.65,5873.05,Transfer Out,T0123
LEG3473528,ACC-0001-0471,27-11-2023,0.0,16226.12,20092.71,Check Deposit,T0245
LEG9831191,ACC-0000-7475,02-04-2024,0.0,13904.07,60684.64,Online Purchase,T0136
LEG5276780,00008483,11/30/23,24787.15,0.0,14620.58,Interest Payment,T0129
LEG0163892,00003982,03/20/24,8495.23,0.0,40462.49,Online Purchase,T0234
LEG2924684,00001123,10/17/23,15106.68,0.0,15888.79,Interest Payment,T0191
LEG9936712,00009818,20240121,0.0,24213.83,31236.21,Transfer In,T0195
LEG4496519,00009351,20231225,0.0,4746.75,2570.18,Bill Payment,T0107
LEG2820844,ACC-0000-3929,03-30-2024,9641.89,0.0,26686.47,Bill Payment,T0150
LEG2537374,ACC00008032,17-12-2023,0.0,10643.29,55888.41,Monthly Fee,T0160
LEG1035664,00008249,01-28-2024,0.0,1278.98,55041.38,Wire Transfer,T0242
LEG9297544,ACC-0000-8691,01-16-2024,14394.32,0.0,72149.29,Interest Payment,T0176
LEG8507184,ACC 00009516,30-01-2024,19783.25,0.0,10519.28,ATM Withdrawal,T0185
LEG0028607,00005878,20240302,0.0,5802.57,29229.43,Interest Payment,T0225
LEG2335409,ACC 00007254,20240110,9821.75,0.0,42599.99,Monthly Fee,T0159
LEG2626242,ACC00007188,20240310,0.0,4283.95,53838.78,Transfer In,T0178
LEG8193533,ACC-0000-5523,16-01-2024,0.0,14234.29,58496.17,Transfer In,T0162
LEG1680975,ACC00006047,24-12-2023,8342.56,0.0,30584.67,Refund,T0176
LEG2493489,ACC 00002993,01/05/24,22033.8,0.0,18998.4,Transfer In,T0192
LEG0210191,00004877,03/12/24,0.0,20287.94,15711.88,Wire Transfer,T0119
LEG6492959,ACC-0000-3251,10/25/23,8001.71,0.0,22204.09,Card Purchase,T0197
LEG7002443,ACC00001067,08-11-2023,-8492.15,0.0,24631.86,Wire Transfer,T0212
LEG0959396,00005846,02/24/24,0.0,23030.87,3986.04,Card Purchase,T0193
LEG5288836,ACC-0000-6560,10/29/23,22799.66,0.0,50202.63,Wire Transfer,T0191
LEG3365268,ACC 00005322,09-25-2023,9229.93,0.0,23339.04,Online Purchase,T0181
LEG3251151,ACC-0000-3374,10-25-2023,0.0,20356.32,98974.9,Refund,T0192
LEG0518709,ACC-0000-9112,05-02-2024,18814.3,0.0,98823.77,Check Deposit,T0157
LEG5509782,ACC-0000-5298,18-09-2023,1296.64,0.0,32628.66,ATM Withdrawal,T0126
LEG9656522,ACC-0000-1405,20231231,0.0,14478.19,93994.78,Refund,T0224
LEG6447937,ACC 00010997,20231223,0.0,21152.11,62250.47,Card Purchase,T0169
LEG9770138,ACC-0000-7004,20240108,23067.37,0.0,87827.05,Refund,T0230
LEG1733885,00001384,09/29/23,0.0,12363.49,48427.25,Bill Payment,T0185
LEG7619554,00001659,28-10-2023,15612.29,0.0,63755.75,Check Deposit,T0140
LEG7273453,ACC 00006636,02-27-2024,20152.62,0.0,59277.28,ATM Withdrawal,T0205
LEG6628399,ACC 00007066,02-01-2024,21135.35,0.0,19565.53,Bill Payment,T0110
LEG7823760,ACC 00008863,21-12-2023,0.0,3286.21,75447.7,Online Purchase,T0168
LEG3280378,ACC 00006538,16-02-2024,0.0,24869.18,82896.21,Transfer Out,T0171
LEG4186925,ACC00002236,20231014,0.0,7089.98,53517.42,Online Purchase,T0108
LEG5310484,ACC00006241,12/27/23,0.0,5195.26,80428.8,Direct Deposit,T0200
LEG2181784,ACC00003293,12-16-2023,15981.49,0.0,44037.32,ATM Withdrawal,T0154
LEG9533186,ACC00001940,28-02-2024,0.0,21602.0,70801.01,ATM Withdrawal,T0227
LEG5242429,00008361,24-12-2023,0.0,8619.72,24003.8,Direct Deposit,T0196
LEG4504916,ACC-0000-4134,03/21/24,0.0,9983.71,77843.54,Wire Transfer,T0157
LEG5162687,ACC-0000-5757,03/08/24,0.0,4328.93,499.08,Card Purchase,T0162
LEG8988309,00009045,09-18-2023,6294.66,0.0,6369.7,Transfer In,T0140
LEG5307073,ACC 00008515,03/12/24,18253.34,0.0,88247.28,Bill Payment,
LEG9513928,00001021,27-03-2024,0.0,9151.45,75924.9,Check Deposit,T0210
LEG8468911,ACC-0000-1529,01/25/24,0.0,11740.15,67896.17,Transfer In,T0198
LEG7025768,00004085,16-10-2023,14470.16,0.0,2122.05,Refund,T0181
LEG5766822,ACC00010004,11/20/23,0.0,6943.2,65300.1,Wire Transfer,T0106
LEG1244548,00007295,02/03/24,0.0,3036.8,17083.74,Check Deposit,T0108
LEG0178895,ACC-0000-6641,02/01/24,0.0,13925.47,41156.47,Refund,T0187
LEG4002611,00008681,20240301,0.0,5042.37,15400.67,Interest Payment,T0190
LEG3428767,ACC 00001077,20231216,0.0,1624.01,82044.49,Interest Payment,T0221
LEG2793103,ACC 00003075,20231130,0.0,5756.13,16573.72,Online Purchase,T0192
LEG5232208,00001404,10-11-2023,21345.81,0.0,98797.48,Direct Deposit,T0159
LEG1458630,ACC00006338,20231104,0.0,9904.92,23929.05,Online Purchase,T0159
LEG0190537,ACC-0001-0798,11-14-2023,0.0,17590.38,7720.84,Monthly Fee,T0226
LEG9085882,ACC-0000-6041,03-22-2024,19558.01,0.0,77064.64,Refund,T0173
LEG1557658,00003214,02-26-2024,0.0,3940.13,97627.88,Interest Payment,T0164
LEG0838304,00001091,28-09-2023,0.0,13889.59,94539.19,Monthly Fee,T0230
LEG1406826,ACC00009305,23-11-2023,9685.99,0.0,3706.04,Transfer In,T0118
LEG1833777,ACC00008850,17-01-2024,6344.1,0.0,56426.99,Transfer In,T0198
LEG9551730,00002781,06-12-2023,0.0,15778.57,54932.08,Direct Deposit,T0219
LEG3903925,ACC 00004471,05-12-2023,21585.97,0.0,3160.56,ATM Withdrawal,T0131
LEG8776845,00004806,09/27/23,20767.56,0.0,61899.27,Monthly Fee,T0130
LEG7463921,ACC 00006910,11-03-2024,5717.49,0.0,84898.04,Direct Deposit,T0129
LEG2420784,ACC-0000-7296,03-07-2024,0.0,15990.57,34008.51,Transfer In,T0110
LEG1911376,00008946,20240210,0.0,4968.69,5849.92,Online Purchase,T0151
LEG0461544,00008879,03/30/24,0.0,11954.95,50048.76,Interest Payment,T0120
LEG3620054,ACC00002997,20240215,0.0,16951.07,8683.27,Direct Deposit,T0211
LEG7475885,ACC00007786,11/29/23,11238.89,0.0,80395.77,ATM Withdrawal,T0235
LEG7873705,ACC00010907,07-01-2024,0.0,6479.17,58155.37,Online Purchase,T0158
LEG8563887,ACC00002069,01-05-2024,5012.02,0.0,62059.77,Online Purchase,T0243
LEG9424700,ACC00005625,20230926,4759.9,0.0,35673.54,Bill Payment,T0152
LEG0888637,00002533,04-05-2024,0.0,5213.17,65597.59,Refund,T0213
LEG3214554,ACC00005912,20231126,9378.07,0.0,69623.72,Transfer Out,T0133
LEG9728017,00002355,20240219,2546.26,0.0,83040.51,Card Purchase,T0106
LEG8286147,ACC-0000-3238,20231010,23612.06,0.0,68030.4,Bill Payment,T0140
LEG8265006,ACC-0000-8493,10-20-2023,24855.44,0.0,79220.16,Online Purchase,T0194
LEG0774388,ACC00002015,10/26/23,1900.08,0.0,90804.05,Refund,T0235
LEG7828117,ACC 00009487,09-30-2023,20730.67,0.0,30423.78,Wire Transfer,T0100
LEG1018928,ACC 00003351,12/29/23,4379.29,0.0,79523.11,Transfer In,T0209
LEG7227568,00009150,11/07/23,16107.7,0.0,88752.72,Monthly Fee,T0116
LEG0873998,ACC00003077,10-11-2023,0.0,12462.45,92336.7,Wire Transfer,T0189
LEG9075012,ACC-0000-4066,03/01/24,3044.24,0.0,21207.45,Monthly Fee,T0243
LEG1941050,ACC00004087,14-10-2023,8659.16,0.0,48066.07,Card Purchase,T0132
LEG8169677,ACC-0000-3360,11/03/23,0.0,12454.29,45398.16,Check Deposit,T0173
LEG4749228,ACC00007435,12/02/23,22712.85,0.0,54237.11,Online Purchase,T0217
LEG3973165,ACC00002408,20230919,0.0,10092.03,54242.47,Interest Payment,T0103
LEG5729467,ACC 00010473,02-25-2024,0.0,15744.74,79575.88,Wire Transfer,T0129
LEG2397200,00010006,09-23-2023,0.0,15690.12,38992.03,Monthly Fee,T0212
LEG0993971,ACC 00008611,12/12/23,0.0,4783.6,10029.74,Bill Payment,T0100
LEG0365852,ACC 00009618,18-09-2023,770.0,0.0,66787.49,Transfer Out,T0190
LEG2011326,00003218,01-11-2023,18681.43,0.0,92358.08,Wire Transfer,T0219
LEG3997700,ACC00002973,20231001,24582.17,0.0,49525.05,Card Purchase,T0221
LEG9822577,ACC 00008167,20240207,0.0,11801.54,45490.97,Refund,T0169
LEG9834983,ACC00004430,20231025,15114.09,0.0,7010.04,Direct Deposit,T0184
LEG7808670,ACC00009790,11/06/23,6774.76,0.0,25285.66,Direct Deposit,T0157
LEG4696261,ACC00004030,03-12-2023,11810.49,0.0,51558.33,Bill Payment,T0171
LEG0661843,ACC00005635,30-09-2023,0.0,3816.04,79605.89,Monthly Fee,T0179
LEG1555553,ACC00009069,03/31/24,3847.93,0.0,70671.59,ATM Withdrawal,T0149
LEG8919640,ACC-0000-1062,04-11-2023,0.0,24155.55,33911.98,ATM Withdrawal,T0169
LEG4177520,ACC 00007793,20240227,0.0,12786.54,42146.07,Wire Transfer,T0215
LEG1816995,ACC00001918,23-09-2023,0.0,569.07,652.91,Direct Deposit,T0138
LEG2242654,ACC00002465,10/01/23,21998.89,0.0,36261.1,Direct Deposit,T0178
LEG8361806,ACC-0000-3328,20-09-2023,5463.27,0.0,94483.77,Transfer Out,T0201
LEG1737661,ACC 00004861,10-09-2023,6582.84,0.0,59535.83,Monthly Fee,T0130
LEG4121361,ACC 00004162,01-14-2024,0.0,19144.45,58160.09,Transfer Out,T0117
LEG8569859,ACC 00005020,09-11-2023,8891.78,0.0,90962.96,Transfer In,T0184
LEG9286569,ACC 00007389,01-18-2024,0.0,15009.79,72492.4,Transfer Out,T0132
LEG5205539,ACC-0001-0544,20231208,0.0,12802.4,43783.78,Transfer Out,T0135
LEG9149574,ACC 00005960,10-11-2023,5803.61,0.0,10316.45,Wire Transfer,T0213
LEG0189272,ACC 00010374,03/16/24,808.49,0.0,90430.1,Online Purchase,T0161
LEG9003692,00006379,20231214,22159.72,0.0,68282.14,ATM Withdrawal,T0189
LEG7146498,ACC-0000-6449,02-18-2024,0.0,18580.08,76105.11,Check Deposit,T0237
LEG0357766,ACC 00009625,10-13-2023,5340.56,0.0,86690.43,Transfer In,T0181
LEG9310301,ACC-0000-3230,10/23/23,1752.95,0.0,56199.06,Card Purchase,T0249
LEG6745027,ACC-0000-4815,01/06/24,4225.28,0.0,45409.14,Bill Payment,T0219
LEG0849251,00006273,02-15-2024,21063.04,0.0,41256.86,ATM Withdrawal,T0145
LEG9245479,ACC00004724,02-18-2024,4884.3,0.0,35912.77,Transfer Out,T0120
LEG5339947,ACC-0000-4877,02-07-2024,0.0,20555.02,62513.4,Bill Payment,T0108
LEG1756944,00002709,10/17/23,0.0,10018.73,1587.13,Transfer In,T0199
LEG7382849,ACC 00004094,20240310,0.0,9454.17,37840.08,Refund,T0161
LEG0139823,ACC-0000-2808,11-03-2023,18471.47,0.0,58718.61,Card Purchase,T0192
LEG9891201,00003680,20240105,0.0,11303.52,13869.54,Refund,T0139
LEG8828672,ACC-0000-1213,02-19-2024,0.0,14734.88,17588.45,Bill Payment,T0152
LEG2291477,ACC00008572,20240404,0.0,20620.84,88398.35,Interest Payment,T0249
LEG2074319,ACC00003115,12-05-2023,0.0,16393.58,26268.04,Refund,T0188
LEG9068069,ACC 00001491,11/03/23,10890.01,0.0,49965.54,Check Deposit,T0160
LEG3103147,ACC00002570,03-11-2023,20237.86,0.0,74705.48,Card Purchase,T0231
LEG0774049,00009470,20240207,20335.17,0.0,3838.2,Bill Payment,T0118
LEG5651467,ACC-0000-5107,20240112,5966.62,0.0,69959.08,Online Purchase,T0241
LEG2447856,00009511,28-10-2023,0.0,23652.83,17068.65,Check Deposit,T0249
LEG7743100,ACC-0000-6764,20231216,13600.32,0.0,32750.03,Card Purchase,T0179
LEG7747798,ACC00009587,01/28/24,2767.73,0.0,68352.9,Card Purchase,
LEG1055324,00007453,29-02-2024,14779.15,0.0,53262.52,Wire Transfer,T0183
LEG9776900,ACC-0001-0915,04-03-2024,14836.27,0.0,83223.15,Direct Deposit,T0198
LEG1456821,00006099,20240110,0.0,7749.99,76403.62,Online Purchase,T0221
LEG5285010,ACC 00003586,11/10/23,0.0,16464.94,27662.39,Card Purchase,T0133
LEG4184878,00001619,03/29/24,0.0,14450.74,6535.28,ATM Withdrawal,T0214
LEG0702061,ACC00002895,09-26-2023,2660.87,0.0,8964.16,Check Deposit,T0216
LEG9518812,ACC00009001,20231030,0.0,5715.99,33192.47,Refund,T0130
LEG5351172,00001874,03-14-2024,0.0,17772.27,50045.67,Wire Transfer,T0114
LEG5964415,ACC-0000-7664,20240102,23555.1,0.0,14524.33,Direct Deposit,T0222
LEG5933297,ACC-0000-7271,21-02-2024,11159.67,0.0,29523.29,Refund,T0208
LEG6681753,ACC-0000-3669,02/03/24,12153.64,0.0,41270.04,Wire Transfer,T0200
LEG1710534,ACC-0000-5117,20240126,0.0,11981.05,2567.0,Monthly Fee,T0144
LEG5716054,ACC00005694,01/07/24,0.0,7965.58,40440.5,Refund,T0152
LEG2338211,ACC00003170,11/14/23,20492.13,0.0,64164.94,Check Deposit,T0124
LEG5340221,ACC 00006335,01-13-2024,14518.17,0.0,76719.87,Monthly Fee,T0165
LEG4730169,ACC00008322,03-12-2024,0.0,1284.8,56821.63,Direct Deposit,T0243
LEG5441215,ACC00001408,02/03/24,0.0,20885.28,20126.57,Card Purchase,T0210
LEG7919213,ACC 00006305,20240403,18796.58,0.0,39711.19,Transfer In,T0204
LEG0717333,ACC00009897,20231105,0.0,22807.17,96209.84,Check Deposit,T0243
LEG2025347,ACC00008491,10/23/23,0.0,4885.65,29799.48,Transfer In,T0154
LEG8095824,ACC 00006544,27-12-2023,21646.18,0.0,63412.0,Online Purchase,T0176
LEG9651985,00008706,02/07/24,0.0,19679.8,21370.98,Card Purchase,T0142
LEG4458701,ACC-0000-5926,13-10-2023,0.0,21171.02,72250.12,Online Purchase,T0115
LEG9815924,ACC 00004537,01/25/24,223.98,0.0,39796.87,Wire Transfer,T0140
LEG1580965,ACC00008014,20231217,0.0,1449.54,28244.03,Interest Payment,T0162
LEG3900014,ACC-0000-7069,03-19-2024,20852.31,0.0,99139.85,Card Purchase,T0160
LEG0792761,ACC 00004878,20230929,19950.88,0.0,7626.97,Direct Deposit,T0201
LEG9126102,ACC-0001-0975,20231109,21353.73,0.0,82905.84,Transfer In,T0161
LEG2156903,ACC00001739,09/26/23,14165.43,0.0,82250.57,Transfer In,T0115
LEG8310112,ACC 00005362,20240315,0.0,27.71,73310.38,Direct Deposit,T0222
LEG4503597,ACC-0000-3994,01/04/24,6253.3,0.0,89250.86,Transfer In,T0225
LEG7215234,ACC00005243,02/03/24,24436.07,0.0,76054.35,Interest Payment,T0110
LEG7637186,ACC 00002651,21-02-2024,0.0,15356.87,98720.32,Card Purchase,T0230
LEG7665717,ACC00005714,12-09-2023,11332.05,0.0,67400.56,Transfer In,T0208
LEG2275791,00004811,10/28/23,19775.58,0.0,62659.22,Online Purchase,T0193
LEG0844945,ACC 00006603,10-22-2023,7889.08,0.0,79612.32,Monthly Fee,T0166
LEG0374201,ACC-0000-5444,04-01-2024,15547.94,0.0,8476.4,Transfer In,T0210
LEG2290988,ACC 00010479,27-02-2024,0.0,11680.21,80601.83,Transfer In,T0131
LEG1510702,ACC-0000-1123,01/25/24,10829.01,0.0,74177.45,Transfer Out,T0245
LEG0417484,ACC00010969,02/16/24,7550.64,0.0,78388.03,Direct Deposit,T0143
LEG7694715,ACC-0000-6862,03-08-2024,8325.99,0.0,41408.93,Monthly Fee,T0121
LEG8522963,ACC 00003678,20240327,13200.08,0.0,827.29,Transfer Out,T0114
LEG6118423,ACC00002432,01/29/24,0.0,12234.19,29014.55,Card Purchase,T0226
LEG8175998,ACC00004339,12-03-2024,0.0,17792.72,6704.27,ATM Withdrawal,T0113
LEG4003029,00002818,20240113,0.0,5985.34,-48402.8,Direct Deposit,T0184
LEG8243872,ACC 00010910,02/19/24,24765.97,0.0,37871.06,Direct Deposit,T0180
LEG3388393,ACC00010478,10/12/23,21698.88,0.0,92171.6,Bill Payment,T0169
LEG1840785,ACC-0001-0079,03-01-2024,15273.24,0.0,83036.92,Online Purchase,T0199
LEG2313427,ACC-0000-5688,20231214,24510.79,0.0,71172.73,Check Deposit,T0193
LEG3203809,ACC00005357,20240120,19251.74,0.0,99747.31,Direct Deposit,T0175
LEG1375468,ACC-0000-8150,20240321,0.0,21608.39,-69155.02,Refund,T0181
LEG1093826,ACC-0000-9445,24-03-2024,0.0,9452.14,52421.67,Bill Payment,T0163
LEG6074341,00003319,20231102,1999.37,0.0,36275.0,Transfer Out,T0109
LEG4975905,ACC 00009090,24-03-2024,0.0,11079.44,71184.26,Refund,T0199
LEG0164212,ACC00001031,20231014,6144.44,0.0,76229.76,Card Purchase,T0204
LEG4813964,ACC 00002218,10/09/23,0.0,9618.27,80996.14,Refund,T0230
LEG7212352,ACC 00004503,25-11-2023,0.0,22889.19,97708.88,Online Purchase,T0107
LEG9059348,00004448,28-10-2023,0.0,1413.31,17855.4,Interest Payment,T0150
LEG1495933,ACC00006175,20230918,9880.7,0.0,96284.3,Wire Transfer,T0225
LEG5016057,ACC00002564,01/15/24,19108.82,0.0,47275.22,ATM Withdrawal,T0106
LEG0606388,ACC-0000-4285,24-09-2023,14407.79,0.0,74781.87,Bill Payment,T0226
LEG6686703,00006852,02-27-2024,9040.0,0.0,87764.17,Transfer Out,T0178
LEG4954776,00006999,11-21-2023,15253.53,0.0,32277.31,Refund,T0126
LEG7382987,ACC 00010441,09-02-2024,0.0,23531.33,40320.77,Card Purchase,T0111
LEG4640773,ACC 00003811,12-01-2023,0.0,14165.49,29066.29,ATM Withdrawal,T0149
LEG3001638,00006723,11-13-2023,0.0,23334.91,51989.76,Card Purchase,T0166
LEG8598697,00006428,16-10-2023,0.0,15852.39,77778.27,Online Purchase,T0105
LEG7381511,00001127,20240331,17007.2,0.0,18822.25,ATM Withdrawal,T0123
LEG3816489,ACC 00001728,02/05/24,0.0,14366.83,49195.63,Refund,T0235
LEG0205364,ACC00001391,16-12-2023,2910.74,0.0,45918.13,Monthly Fee,T0189
LEG2072795,00005753,20231231,0.0,22666.13,15001.33,Wire Transfer,T0176
LEG2373382,ACC00009176,20240213,0.0,1198.98,3883.36,Transfer Out,T0126
LEG6732484,ACC 00002651,20231114,0.0,19704.37,61914.07,Interest Payment,
LEG6733204,00001517,02/18/24,23922.32,0.0,79015.82,Direct Deposit,T0243
LEG9080378,00007464,12-07-2023,0.0,18569.56,67112.34,Refund,T0151
LEG9793152,ACC-0001-0397,04-05-2024,4389.7,0.0,10105.36,Check Deposit,T0227
LEG1434848,00006864,26-09-2023,0.0,7617.28,87575.87,Check Deposit,T0134
LEG0617630,00001991,01-22-2024,431.64,0.0,13810.21,Card Purchase,T0222
LEG6044515,ACC-0000-8912,02-12-2023,528.0,0.0,45679.89,Transfer Out,T0122
LEG1856624,ACC 00001796,09/29/23,0.0,15019.78,64138.46,Interest Payment,T0148
LEG2808390,00006692,20231110,23487.38,0.0,14378.3,ATM Withdrawal,T0150
LEG5514461,ACC00006977,03/05/24,0.0,22026.51,7810.78,Transfer Out,T0174
LEG9574704,ACC00009698,03/06/24,1614.08,0.0,67328.36,Monthly Fee,T0237
LEG5257583,00010332,03-26-2024,2204.62,0.0,58033.44,Transfer In,T0240
LEG2772380,ACC 00010841,12-03-2024,0.0,24812.67,-8730.14,Bill Payment,T0218
LEG1776295,ACC00009953,11-11-2023,0.0,6682.52,47434.61,Refund,
LEG2937042,ACC00007355,03-30-2024,0.0,5600.1,6208.33,Card Purchase,T0158
LEG8346427,ACC 00001395,12/09/23,0.0,5842.03,97253.26,Bill Payment,T0129
LEG2140836,00003707,07-03-2024,22914.5,0.0,56860.99,Wire Transfer,T0240
LEG9985734,00009370,12/30/23,1646.46,0.0,72876.75,Monthly Fee,T0241
LEG6941490,ACC 00001221,01/23/24,12251.49,0.0,42496.24,Direct Deposit,T0182
LEG8366819,ACC00007918,22-02-2024,0.0,19982.54,33846.61,ATM Withdrawal,T0147
LEG0985518,ACC 00009569,20240312,23045.64,0.0,80494.95,Card Purchase,T0166
LEG6628388,00001750,11-19-2023,13715.26,0.0,25683.11,Check Deposit,T0143
LEG5657907,00009504,11/06/23,880.71,0.0,45545.2,Transfer Out,T0210
LEG1988146,ACC-0000-8551,09-11-2023,0.0,2313.03,932.17,Bill Payment,T0206
LEG7394560,00007779,03/27/24,8711.17,0.0,24388.26,Monthly Fee,T0210
LEG1480533,00006806,02-24-2024,13546.64,0.0,43804.87,ATM Withdrawal,T0120
LEG4606742,ACC00006497,01/20/24,0.0,1046.2,78901.5,Monthly Fee,T0149
LEG6752318,ACC00002355,03-25-2024,0.0,15862.61,56586.79,ATM Withdrawal,T0168
LEG2736377,00001509,20231114,0.0,-21888.33,41738.48,Card Purchase,T0152
LEG1164152,ACC 00006298,02/25/24,0.0,24388.2,40982.02,Transfer In,T0200
LEG5872979,ACC 00002768,25-10-2023,6470.9,0.0,15991.27,Monthly Fee,T0200
LEG3896070,ACC-0000-8082,03/28/24,4427.59,0.0,70920.86,Wire Transfer,T0123
LEG0984876,ACC 00007828,20231016,2.61,0.0,77121.28,Transfer Out,T0241
LEG1887099,ACC-0000-6389,30-01-2024,8801.91,0.0,74311.6,Card Purchase,T0207
LEG6756396,00002602,01-22-2024,22620.66,0.0,62179.8,Card Purchase,T0199
LEG7938480,00009439,04/03/24,18780.03,0.0,87703.76,Card Purchase,T0103
LEG8718641,ACC-0000-1947,03-30-2024,20454.81,0.0,99832.12,Refund,T0130
LEG7523849,00003197,20231021,18511.7,0.0,49156.79,Transfer Out,T0160
LEG6256267,ACC00005727,10/06/23,20217.49,0.0,94468.68,Bill Payment,T0136
LEG5140785,ACC 00009706,21-03-2024,19596.17,0.0,10769.2,Online Purchase,T0155
LEG0183731,ACC-0000-1715,03-15-2024,1686.14,0.0,97652.3,Check Deposit,T0149
LEG9382702,ACC-0000-4370,02-18-2024,0.0,17700.42,71438.67,Transfer Out,T0193
LEG3388937,ACC 00006367,28-10-2023,19262.04,0.0,21914.11,Card Purchase,T0183
LEG2862430,ACC-0000-7826,02-23-2024,4966.7,0.0,78141.06,Interest Payment,T0204
LEG3470364,ACC-0000-3778,29-09-2023,0.0,22443.04,94473.86,Bill Payment,T0161
LEG1340970,ACC-0000-1178,20240315,0.0,15866.32,7964.48,Transfer In,
