payment_ref,account_no,payment_datetime,payment_amount,currency,merchant_code,auth_code,settlement_date
PGS369553814499,ACC00009168,02/07/2024 05:32 AM,1526.95,USD,MER01266,,02/10/2024 05:32 AM
PGS070655665439,ACC00003411,30-Dec-2023 14:41,6121.09,AUD,MER01523,AUTH3710,01-Jan-2024 14:41
PGS378961569443,ACC00010784,05/04/2024 02:28 AM,155.81,USD,MER01175,AUTH5619,05/05/2024 02:28 AM
PGS098327798957,ACC00004302,20/05/2024 17:42:36,2790.37,USD,MER01177,,21/05/2024 17:42:36
PGS912674241211,ACC00006481,20240124194244,1823.25,GBP,MER01215,AUTH9579,20240127194244
PGS815871357716,ACC00003068,2024-01-18 17:27:59,9144.41,USD,MER01763,AUTH1576,
PGS217859066779,ACC00005144,20240321101829,10816.61,AUD,MER01847,AUTH4304,
PGS644552031489,ACC00010764,11-May-2024 03:58,5112.47,EUR,MER01672,AUTH2701,12-May-2024 03:58
PGS929078274616,ACC00005991,05-May-2024 22:15,9317.45,AUD,MER01666,AUTH9687,06-May-2024 22:15
PGS251270829164,ACC00008117,01/28/2024 05:19 PM,8599.03,USD,MER01382,AUTH4138,
PGS296128510037,ACC00008719,20240507144316,7029.56,USD,MER01586,,20240509144316
PGS377812268888,ACC00010489,16/02/2024 09:07:58,8187.61,CAD,MER01709,AUTH1306,19/02/2024 09:07:58
PGS925172586001,ACC00009372,20240424020922,9320.34,USD,MER01136,,20240425020922
PGS210417744921,ACC00005874,2024-04-18 10:53:15,3949.62,CAD,MER01559,,2024-04-20 10:53:15
PGS625386264030,ACC00010574,20240218044254,7047.65,GBP,MER01724,AUTH8619,20240221044254
PGS277640983433,ACC00007969,11-May-2024 14:10,2436.13,USD,MER01567,AUTH6050,12-May-2024 14:10
PGS767948636068,ACC00004798,19-Mar-2024 01:48,1101.03,EUR,MER01560,AUTH7339,20-Mar-2024 01:48
PGS444496443367,ACC00003682,2024-03-27 23:05:41,1774.9,AUD,MER01410,AUTH3320,2024-03-29 23:05:41
PGS063910194456,ACC00006845,2024-01-27 00:17:42,4448.05,USD,MER01438,AUTH9112,2024-01-29 00:17:42
PGS558420645373,ACC00006957,04/28/2024 09:34 PM,5185.42,GBP,MER01829,AUTH1218,
PGS516000872079,ACC00001554,01/17/2024 05:09 PM,6380.0,EUR,MER01834,AUTH2120,01/19/2024 05:09 PM
PGS054335894453,ACC00007236,04/30/2024 03:26 AM,5960.29,AUD,MER01256,AUTH3329,05/03/2024 03:26 AM
PGS099017902042,ACC00001196,02-Feb-2024 03:15,8813.96,AUD,MER01718,AUTH5850,04-Feb-2024 03:15
PGS281258713764,ACC00003685,2024-02-09 18:40:54,1077.38,GBP,MER01361,AUTH2188,2024-02-11 18:40:54
PGS604478655394,ACC00002252,2024-02-12 12:50:24,3676.55,USD,MER01573,AUTH5409,2024-02-15 12:50:24
PGS432009395171,ACC00004549,01/25/2024 12:50 PM,11493.85,CAD,MER01775,,01/26/2024 12:50 PM
PGS353573273714,ACC00003631,05-Mar-2024 09:31,10944.53,CAD,MER01079,AUTH7412,08-Mar-2024 09:31
PGS674784749524,ACC00002353,2024-05-01 21:57:40,8071.93,EUR,MER01418,AUTH1240,2024-05-04 21:57:40
PGS826170474254,ACC00001614,02-May-2024 14:23,7250.35,EUR,MER01576,AUTH7908,03-May-2024 14:23
PGS259058079506,ACC00008223,08-Mar-2024 12:15,10021.04,CAD,MER01660,,09-Mar-2024 12:15
PGS133177850533,ACC00010825,20240210125736,685.98,EUR,MER01142,AUTH8928,20240213125736
PGS238536041338,ACC00003561,20240107090207,3244.16,EUR,MER01096,AUTH9706,20240109090207
PGS318267779147,ACC00005870,2024-01-28 09:19:01,6621.79,GBP,MER01218,AUTH6845,2024-01-30 09:19:01
PGS133660785474,ACC00002372,20240403173516,8144.83,EUR,MER01301,AUTH8450,20240404173516
PGS289122134584,ACC00001636,02/20/2024 04:34 AM,11041.38,AUD,MER01473,,02/21/2024 04:34 AM
PGS018611981978,ACC00010420,2024-02-13 22:01:24,8934.42,AUD,MER01200,AUTH2548,2024-02-15 22:01:24
PGS993304776782,ACC00001023,12/03/2024 21:56:52,175.92,USD,MER01091,AUTH8698,13/03/2024 21:56:52
PGS159330829423,ACC00005669,20240306014554,5519.5,AUD,MER01536,AUTH2821,
PGS631670127880,ACC00001477,03/20/2024 02:32 PM,7492.7,EUR,MER01609,AUTH2156,03/21/2024 02:32 PM
PGS014550377284,ACC00008724,05/10/2024 06:30 PM,10343.59,AUD,MER01586,AUTH6470,05/12/2024 06:30 PM
PGS712820995850,ACC00006455,11/04/2024 16:23:08,3882.2,EUR,MER01423,AUTH1519,14/04/2024 16:23:08
PGS605450674808,ACC00007037,27/03/2024 20:16:30,5685.09,EUR,MER01650,AUTH5465,30/03/2024 20:16:30
PGS313743432813,ACC00002859,01/06/2024 09:58 AM,2513.3,GBP,MER01467,AUTH5185,01/09/2024 09:58 AM
PGS293742132583,ACC00008043,19/05/2024 01:45:31,9506.37,AUD,MER01934,AUTH4540,22/05/2024 01:45:31
PGS136448733655,ACC00008874,30-Jan-2024 20:30,491.48,GBP,MER01542,AUTH7706,01-Feb-2024 20:30
PGS139057272304,ACC00006150,20240116224615,6644.97,USD,MER01889,,20240118224615
PGS559795967249,ACC00002412,12-Mar-2024 20:54,8824.82,EUR,MER01350,AUTH3460,13-Mar-2024 20:54
PGS767996665541,ACC00009402,2024-03-27 00:47:37,8870.46,CAD,MER01020,AUTH2380,2024-03-30 00:47:37
PGS653887254928,ACC00004632,2024-04-07 06:25:13,1889.26,CAD,MER01107,AUTH6546,2024-04-09 06:25:13
PGS268569053734,ACC00006621,20240320032041,5186.91,AUD,MER01459,AUTH3705,20240323032041
PGS711219739926,ACC00002758,20240212071840,7581.56,EUR,MER01719,AUTH7847,20240214071840
PGS294616651351,ACC00007075,20240327202025,963.33,CAD,MER01819,AUTH1750,20240328202025
PGS428666937508,ACC00007641,03/26/2024 10:41 AM,4917.16,AUD,MER01418,AUTH4774,03/27/2024 10:41 AM
PGS638876594295,ACC00004465,09-May-2024 15:21,5315.69,AUD,MER01911,AUTH2110,11-May-2024 15:21
PGS224098404852,ACC00004402,13/03/2024 13:08:23,7679.47,GBP,MER01623,,15/03/2024 13:08:23
PGS794210118657,ACC00001186,01/10/2024 03:13 PM,1811.1,GBP,MER01259,,01/11/2024 03:13 PM
PGS686929776530,ACC00009791,04-Apr-2024 02:29,184.3,EUR,MER01878,AUTH2031,06-Apr-2024 02:29
PGS519028155483,ACC00009359,03/02/2024 05:31 PM,1522.47,EUR,MER01432,AUTH1435,03/04/2024 05:31 PM
PGS258550696428,ACC00007330,03/27/2024 03:00 PM,290.69,EUR,MER01595,AUTH3912,03/28/2024 03:00 PM
PGS720147954875,ACC00005874,20240516080308,10320.3,CAD,MER01159,AUTH8120,20240519080308
PGS276036981658,ACC00006809,05-Mar-2024 11:25,9287.73,USD,MER01382,AUTH2561,08-Mar-2024 11:25
PGS090390622928,ACC00003048,03/08/2024 03:44 AM,6270.53,GBP,MER01757,,
PGS376488131697,ACC00005412,20240129113532,23.18,GBP,MER01106,AUTH1678,20240130113532
PGS863113583691,ACC00003488,03/04/2024 11:44 PM,2438.43,EUR,MER01940,AUTH5842,03/07/2024 11:44 PM
PGS284782138020,ACC00009334,15/03/2024 11:26:06,1771.54,AUD,MER01305,AUTH2002,16/03/2024 11:26:06
PGS979315857044,ACC00004033,17/05/2024 11:28:48,1764.75,GBP,MER01700,,18/05/2024 11:28:48
PGS288375295074,ACC00004906,2024-04-17 11:58:25,6609.47,GBP,MER01433,AUTH1782,2024-04-18 11:58:25
PGS969935373403,ACC00007727,02/21/2024 07:05 PM,10183.19,CAD,MER01071,AUTH6091,02/22/2024 07:05 PM
PGS392334709724,ACC00006849,2024-04-08 12:26:41,9940.15,USD,MER01795,AUTH4624,2024-04-10 12:26:41
PGS447179859676,ACC00010101,17-Apr-2024 07:37,9625.75,CAD,MER01437,AUTH6238,20-Apr-2024 07:37
PGS030259741705,ACC00010086,22-Mar-2024 06:29,4091.7,GBP,MER01773,,24-Mar-2024 06:29
PGS713228390572,ACC00004009,12-Feb-2024 07:00,5906.41,CAD,MER01704,AUTH1573,13-Feb-2024 07:00
PGS929252834353,ACC00004545,03/04/2024 02:13 PM,5102.69,AUD,MER01954,AUTH7283,03/06/2024 02:13 PM
PGS525854335681,ACC00005040,20240422174759,564.99,GBP,MER01924,AUTH9404,20240423174759
PGS668559379534,ACC00009795,2024-02-08 06:39:41,6299.59,GBP,MER01482,AUTH3022,2024-02-11 06:39:41
PGS293724419199,ACC00008503,04/19/2024 07:34 PM,8536.68,AUD,MER01496,AUTH2409,04/20/2024 07:34 PM
PGS279216065421,ACC00005100,2024-05-15 12:11:29,5035.57,GBP,MER01713,AUTH1984,2024-05-18 12:11:29
PGS175336526144,ACC00003233,02/07/2024 04:18 AM,5456.96,CAD,MER01646,AUTH0279,02/09/2024 04:18 AM
PGS587117945831,ACC00002934,01-Apr-2024 01:02,4607.74,EUR,MER01755,AUTH0829,03-Apr-2024 01:02
PGS957213285770,ACC00009568,19/01/2024 14:12:34,4572.86,EUR,MER01051,AUTH7158,
PGS961520043108,ACC00002364,22-Apr-2024 12:02,10967.52,AUD,MER01930,AUTH5074,23-Apr-2024 12:02
PGS893414721762,ACC00007074,12-Apr-2024 23:13,4855.4,CAD,MER01939,AUTH6088,14-Apr-2024 23:13
PGS967944250353,ACC00009520,20240428075308,5992.92,USD,MER01062,AUTH4154,20240501075308
PGS073325510124,ACC00006330,20240409022905,4299.17,CAD,MER01391,AUTH3801,20240411022905
PGS270235696441,ACC00005511,05/14/2024 03:59 AM,10102.53,CAD,MER01187,AUTH6618,05/17/2024 03:59 AM
PGS407666105787,ACC00005888,24/01/2024 18:05:10,7870.42,USD,MER01802,AUTH4535,27/01/2024 18:05:10
PGS274012141928,ACC00007271,03/28/2024 08:24 AM,6064.16,EUR,MER01128,AUTH4446,03/31/2024 08:24 AM
PGS606465551361,ACC00005539,28/03/2024 08:55:16,2454.5,EUR,MER01550,AUTH8683,29/03/2024 08:55:16
PGS232824918033,ACC00003372,2024-04-10 06:23:21,1369.72,GBP,MER01551,AUTH7009,2024-04-12 06:23:21
PGS393008683000,ACC00008653,20240518113758,5190.25,GBP,MER01909,AUTH0049,20240520113758
PGS637957193724,ACC00008533,04/25/2024 07:39 PM,4692.74,GBP,MER01888,AUTH2190,04/27/2024 07:39 PM
PGS158830718326,ACC00006362,05-Feb-2024 00:59,253.0,USD,MER01910,AUTH6715,07-Feb-2024 00:59
PGS272765248182,ACC00004059,31/03/2024 01:03:50,7024.88,USD,MER01059,AUTH6803,01/04/2024 01:03:50
PGS527473684546,ACC00010345,20240324000617,3161.48,AUD,MER01019,AUTH7441,20240325000617
PGS607465145579,ACC00006694,28/03/2024 01:02:45,6126.97,EUR,MER01903,AUTH0628,31/03/2024 01:02:45
PGS726155484232,ACC00002235,20240525193849,9246.94,AUD,MER01837,AUTH3367,20240526193849
PGS589534600213,ACC00003911,2024-02-23 20:22:58,5998.78,GBP,MER01802,AUTH9171,2024-02-26 20:22:58
PGS621296817641,ACC00004553,01/22/2024 04:56 AM,4128.22,CAD,MER01896,AUTH9014,01/25/2024 04:56 AM
PGS635562483324,ACC00004805,2024-01-16 20:34:29,9452.34,USD,MER01890,AUTH0850,2024-01-19 20:34:29
PGS860720755500,ACC00004879,22-May-2024 12:13,6614.3,GBP,MER01056,AUTH8442,24-May-2024 12:13
PGS843461140150,ACC00008904,2024-04-17 16:08:38,5658.28,USD,MER01196,AUTH6044,2024-04-18 16:08:38
PGS128052448648,ACC00001172,01/05/2024 23:54:38,7144.6,CAD,MER01292,AUTH1969,04/05/2024 23:54:38
PGS384145005564,ACC00004487,15-Apr-2024 00:06,6758.13,CAD,MER01563,AUTH4932,17-Apr-2024 00:06
PGS001460225009,ACC00002082,03/26/2024 02:53 AM,1877.08,CAD,MER01127,,03/28/2024 02:53 AM
PGS264719264364,ACC00001841,20240429154928,6923.43,EUR,MER01944,AUTH9964,20240502154928
PGS978076917886,ACC00003819,20-May-2024 07:10,6873.85,EUR,MER01282,AUTH1228,22-May-2024 07:10
PGS722773176766,ACC00004920,15-Jan-2024 09:59,987.69,AUD,MER01670,,16-Jan-2024 09:59
PGS520521198102,ACC00002253,01/07/2024 12:16 AM,4484.8,AUD,MER01087,AUTH2757,01/09/2024 12:16 AM
PGS058579961637,ACC00009668,2024-01-15 11:31:43,9188.52,CAD,MER01577,AUTH9892,2024-01-16 11:31:43
PGS304486395396,ACC00002275,29-Apr-2024 20:41,5212.44,AUD,MER01017,,30-Apr-2024 20:41
PGS264997539213,ACC00008065,2024-05-18 18:50:10,11623.65,CAD,MER01480,AUTH6516,
PGS531119210197,ACC00005326,24/02/2024 00:22:54,1100.58,EUR,MER01704,AUTH0165,26/02/2024 00:22:54
PGS090188170179,ACC00001120,02/18/2024 08:44 PM,6324.59,USD,MER01100,AUTH9223,02/21/2024 08:44 PM
PGS309059485980,ACC00004310,2024-04-28 07:42:51,2775.88,USD,MER01624,AUTH0125,2024-04-30 07:42:51
PGS449238870857,ACC00006345,13/03/2024 00:57:40,11458.21,AUD,MER01229,,14/03/2024 00:57:40
PGS964318236793,ACC00005221,05/01/2024 06:18:19,8886.01,EUR,MER01825,AUTH6314,06/01/2024 06:18:19
PGS850404109572,ACC00001468,2024-01-23 19:05:43,1621.18,USD,MER01153,AUTH7705,2024-01-25 19:05:43
PGS635646635007,ACC00005792,03/31/2024 07:35 AM,3196.97,AUD,MER01562,AUTH4003,04/01/2024 07:35 AM
PGS778819722257,ACC00006877,01/09/2024 11:47 AM,4808.72,GBP,MER01137,AUTH1840,01/12/2024 11:47 AM
PGS202830937030,ACC00010911,04/18/2024 10:50 AM,3922.45,EUR,MER01716,AUTH8928,04/21/2024 10:50 AM
PGS117781228652,ACC00004073,20240417105829,1734.14,EUR,MER01662,,20240420105829
PGS069242344444,ACC00008852,07-Jan-2024 06:33,5372.26,CAD,MER01609,AUTH5108,10-Jan-2024 06:33
PGS164294122798,ACC00005731,01/29/2024 03:47 AM,272.4,AUD,MER01868,AUTH2165,01/31/2024 03:47 AM
PGS803813666558,ACC00001848,02/17/2024 04:27 PM,7684.5,CAD,MER01717,,02/20/2024 04:27 PM
PGS198237347860,ACC00009581,30/12/2023 00:02:24,5756.85,GBP,MER01804,AUTH5858,02/01/2024 00:02:24
PGS622564087377,ACC00010136,01/02/2024 23:46:17,6553.63,CAD,MER01792,AUTH0228,03/02/2024 23:46:17
PGS214459902686,ACC00001435,22/05/2024 02:47:01,3420.88,EUR,MER01009,AUTH5452,25/05/2024 02:47:01
PGS674638288449,ACC00003073,12/01/2024 20:04:37,4083.0,EUR,MER01686,AUTH1200,13/01/2024 20:04:37
PGS763617574488,ACC00007315,02/18/2024 07:33 AM,1814.17,GBP,MER01666,AUTH9652,02/19/2024 07:33 AM
PGS876364055681,ACC00010513,2024-01-01 02:10:00,2914.29,CAD,MER01436,AUTH9904,2024-01-02 02:10:00
PGS617410454766,ACC00006421,2024-05-17 12:43:37,4965.38,EUR,MER01072,AUTH6328,2024-05-18 12:43:37
PGS859447275797,ACC00004469,04-Feb-2024 19:57,2624.95,USD,MER01218,,07-Feb-2024 19:57
PGS331543939103,ACC00008269,20240423070805,8689.57,EUR,MER01357,,20240424070805
PGS356642067866,ACC00002959,29-Mar-2024 04:03,8248.1,USD,MER01427,AUTH7037,31-Mar-2024 04:03
PGS798565710774,ACC00009067,17-May-2024 10:20,7839.07,GBP,MER01922,AUTH9243,18-May-2024 10:20
PGS874594275828,ACC00001454,25-May-2024 09:20,2174.1,EUR,MER01607,,26-May-2024 09:20
PGS654830107061,ACC00010215,2024-05-07 18:47:49,9536.92,USD,MER01937,AUTH2635,2024-05-08 18:47:49
PGS131926647762,ACC00010788,20240310131040,5843.3,AUD,MER01637,,20240311131040
PGS519821533824,ACC00002815,16/05/2024 11:44:39,3523.33,AUD,MER01475,AUTH7602,17/05/2024 11:44:39
PGS748506764323,ACC00001239,20240205113830,976.6,USD,MER01209,AUTH2322,20240208113830
PGS322397606068,ACC00010927,02/28/2024 07:44 AM,510.91,CAD,MER01472,AUTH6824,03/01/2024 07:44 AM
PGS480313090909,ACC00006492,20240224082441,8899.42,EUR,MER01630,AUTH4551,20240226082441
PGS311585140415,ACC00001338,08/02/2024 23:09:52,3332.89,EUR,MER01896,AUTH6081,11/02/2024 23:09:52
PGS063364542860,ACC00006258,2024-05-12 12:52:54,5165.29,USD,MER01520,AUTH2270,2024-05-15 12:52:54
PGS796247720319,ACC00008078,16-Jan-2024 01:34,3247.97,CAD,MER01113,AUTH0775,17-Jan-2024 01:34
PGS313581679504,ACC00005606,25-May-2024 07:46,2891.65,EUR,MER01811,,26-May-2024 07:46
PGS683842757337,ACC00003760,20/04/2024 18:18:44,6336.91,AUD,MER01342,AUTH0495,23/04/2024 18:18:44
PGS984776093969,ACC00006930,06-Feb-2024 19:22,6268.33,EUR,MER01082,AUTH7401,09-Feb-2024 19:22
PGS282399736583,ACC00007384,20240227115623,5482.59,EUR,MER01699,AUTH9590,20240301115623
PGS591827043865,ACC00007411,2024-02-01 02:04:49,2214.65,CAD,MER01108,,2024-02-02 02:04:49
PGS666223435330,ACC00004236,22/05/2024 18:28:14,5845.17,GBP,MER01095,AUTH6198,24/05/2024 18:28:14
PGS100160527262,ACC00009719,03/22/2024 01:26 AM,8050.04,AUD,MER01021,AUTH4922,03/24/2024 01:26 AM
PGS872829420304,ACC00002472,2024-01-27 22:56:56,7906.09,USD,MER01930,AUTH4597,2024-01-29 22:56:56
PGS715660623927,ACC00004739,20240303042756,6690.97,EUR,MER01342,AUTH9846,20240306042756
PGS146943593442,ACC00003353,2024-01-03 16:56:50,6551.6,AUD,MER01218,AUTH2554,2024-01-06 16:56:50
PGS088955699148,ACC00010060,17-May-2024 01:33,7082.77,EUR,MER01109,AUTH2583,20-May-2024 01:33
PGS296439248485,ACC00007052,20240128145144,6286.76,GBP,MER01128,AUTH1471,20240130145144
PGS235861450194,ACC00007729,26/02/2024 09:06:45,1127.08,GBP,MER01097,AUTH5347,29/02/2024 09:06:45
PGS507163824227,ACC00002398,31/01/2024 12:28:01,8618.27,EUR,MER01598,AUTH3615,03/02/2024 12:28:01
PGS834186932466,ACC00001606,08-Mar-2024 14:42,6085.3,EUR,MER01772,AUTH0718,11-Mar-2024 14:42
PGS952022785336,ACC00007045,21-Feb-2024 19:34,5222.13,USD,MER01045,AUTH5763,22-Feb-2024 19:34
PGS415556618067,ACC00004503,20240125150500,9216.47,CAD,MER01267,AUTH1506,20240128150500
PGS089746572832,ACC00008254,01/06/2024 10:07 AM,2550.99,GBP,MER01101,AUTH8607,01/07/2024 10:07 AM
PGS933452513939,ACC00002903,20231231114741,8760.71,CAD,MER01387,AUTH4560,20240101114741
PGS415513880643,ACC00009859,20240313052328,474.27,AUD,MER01760,AUTH6887,20240315052328
PGS898096478794,ACC00002797,23/01/2024 05:04:23,1828.82,GBP,MER01166,AUTH4307,25/01/2024 05:04:23
PGS596739033804,ACC00008717,05/09/2024 10:45 AM,4184.09,GBP,MER01996,AUTH0658,05/10/2024 10:45 AM
PGS873183497550,ACC00005067,10-Feb-2024 06:39,2370.9,CAD,MER01619,AUTH1654,
PGS466585062303,ACC00009342,20240416154548,5079.18,AUD,MER01094,AUTH5331,20240417154548
PGS782556850299,ACC00005655,20240226194340,11507.21,CAD,MER01954,AUTH6330,20240228194340
PGS760641339732,ACC00006146,04/04/2024 08:49:20,3834.14,AUD,MER01367,AUTH0853,07/04/2024 08:49:20
PGS156348315617,ACC00004011,24-Jan-2024 12:19,7848.18,USD,MER01579,AUTH5391,25-Jan-2024 12:19
PGS431156723014,ACC00009979,20240224165106,6529.45,EUR,MER01024,,20240227165106
PGS114144588271,ACC00008929,20240202022924,6032.3,AUD,MER01529,AUTH6431,20240205022924
PGS008486400913,ACC00003262,04/15/2024 04:04 PM,999.9,AUD,MER01762,AUTH4857,04/18/2024 04:04 PM
PGS990214120714,ACC00005055,2024-05-04 00:53:39,1894.99,EUR,MER01404,AUTH8908,2024-05-07 00:53:39
PGS510536684947,ACC00006450,07-Feb-2024 05:03,2797.33,USD,MER01927,AUTH7803,10-Feb-2024 05:03
PGS262713282736,ACC00001176,02/21/2024 03:45 AM,5134.51,CAD,MER01154,AUTH3244,02/23/2024 03:45 AM
PGS074602292598,ACC00003532,20240515054254,1082.57,AUD,MER01420,AUTH8842,20240517054254
PGS689208409462,ACC00006092,02/08/2024 04:33 PM,4206.41,USD,MER01179,AUTH7267,02/10/2024 04:33 PM
PGS336275784873,ACC00002486,07/03/2024 13:02:32,6662.68,GBP,MER01864,AUTH3095,
PGS312931482545,ACC00002505,04/04/2024 23:03:05,10899.2,AUD,MER01227,AUTH0994,05/04/2024 23:03:05
PGS835919518025,ACC00006788,20240101003219,7508.5,USD,MER01718,AUTH4185,20240104003219
PGS752541531385,ACC00010355,2024-04-25 04:39:37,1676.07,EUR,MER01391,AUTH3956,2024-04-27 04:39:37
PGS272526176033,ACC00008563,04/01/2024 04:47 AM,6255.36,GBP,MER01121,AUTH1735,04/03/2024 04:47 AM
PGS603495095517,ACC00005991,16-May-2024 08:16,5851.65,EUR,MER01896,AUTH2383,18-May-2024 08:16
PGS731213380078,ACC00010917,04/03/2024 02:42 AM,3555.88,USD,MER01208,AUTH6770,04/06/2024 02:42 AM
PGS551147888978,ACC00004644,20240323204455,9257.65,CAD,MER01879,AUTH3348,20240324204455
PGS545391795781,ACC00004068,02/07/2024 02:52 AM,3488.82,CAD,MER01723,AUTH0404,02/10/2024 02:52 AM
PGS265152404950,ACC00003132,21/05/2024 07:11:32,1496.83,GBP,MER01822,AUTH0430,24/05/2024 07:11:32
PGS213406594256,ACC00005012,03/25/2024 03:04 AM,8279.55,CAD,MER01938,AUTH3706,03/27/2024 03:04 AM
PGS744644556450,ACC00002792,15/03/2024 10:59:45,7.14,GBP,MER01078,AUTH5795,17/03/2024 10:59:45
PGS774825164854,ACC00004207,08/02/2024 12:46:53,3760.91,EUR,MER01733,AUTH2685,10/02/2024 12:46:53
PGS293611316794,ACC00001201,20240402044109,2877.21,EUR,MER01428,AUTH1704,20240405044109
PGS024649230030,ACC00009050,12/05/2024 20:43:39,296.35,USD,MER01650,AUTH5658,13/05/2024 20:43:39
PGS798632704794,ACC00006327,03/15/2024 01:52 PM,5414.32,USD,MER01046,AUTH8860,03/17/2024 01:52 PM
PGS372808610502,ACC00009176,20/02/2024 23:43:00,4814.95,AUD,MER01422,AUTH1249,23/02/2024 23:43:00
PGS581301056410,ACC00004454,2024-01-09 17:28:59,1406.26,GBP,MER01235,,2024-01-10 17:28:59
PGS721384675366,ACC00007443,02-Apr-2024 07:35,5859.6,EUR,MER01982,AUTH2258,03-Apr-2024 07:35
PGS776889362963,ACC00006234,30-Mar-2024 00:13,7065.19,GBP,MER01037,AUTH3510,31-Mar-2024 00:13
PGS340493570880,ACC00005488,15/01/2024 03:56:05,2561.24,AUD,MER01371,AUTH8343,16/01/2024 03:56:05
PGS418159711953,ACC00005399,28-Jan-2024 19:30,2182.1,AUD,MER01091,AUTH5720,30-Jan-2024 19:30
PGS692871104942,ACC00001312,08/03/2024 14:54:22,271.85,AUD,MER01202,,09/03/2024 14:54:22
PGS495368831852,ACC00001001,2024-01-26 04:13:31,10047.62,AUD,MER01342,AUTH5786,2024-01-29 04:13:31
PGS906357471594,ACC00005270,28-Feb-2024 17:52,1564.71,GBP,MER01141,AUTH3288,01-Mar-2024 17:52
PGS513754546233,ACC00001887,20240213030836,9829.42,AUD,MER01083,AUTH0288,20240216030836
PGS247685360726,ACC00001661,2024-02-20 19:21:52,409.5,GBP,MER01127,AUTH9871,2024-02-21 19:21:52
PGS626091342556,ACC00010746,01/03/2024 06:19:48,7520.25,GBP,MER01081,,03/03/2024 06:19:48
PGS052724625647,ACC00004802,2024-04-18 03:21:37,1562.48,GBP,MER01258,AUTH1060,2024-04-20 03:21:37
PGS416583961276,ACC00002454,02-Mar-2024 21:50,4248.34,USD,MER01207,AUTH1657,04-Mar-2024 21:50
PGS185657106155,ACC00008337,20240525033708,5933.02,CAD,MER01233,,20240526033708
PGS354497417998,ACC00009516,20240425234649,6999.02,EUR,MER01427,AUTH1697,20240426234649
PGS643344021560,ACC00007890,2024-05-25 04:29:29,7500.64,GBP,MER01919,AUTH4406,2024-05-26 04:29:29
PGS785999325163,ACC00004078,2024-04-17 06:23:26,3336.09,USD,MER01570,AUTH1386,2024-04-19 06:23:26
PGS846606161815,ACC00002118,2024-04-22 17:01:34,1459.81,AUD,MER01858,AUTH1882,2024-04-23 17:01:34
PGS282506411130,ACC00001645,20240429074923,720.5,USD,MER01559,AUTH9970,20240501074923
PGS800954263387,ACC00001018,20240416191547,3461.22,EUR,MER01087,,20240419191547
PGS637541372176,ACC00010918,03/31/2024 12:06 AM,6890.88,USD,MER01344,AUTH7309,04/01/2024 12:06 AM
PGS189871981436,ACC00002082,2024-01-03 22:02:34,3755.3,GBP,MER01031,AUTH4704,
PGS565865117863,ACC00008810,2024-03-11 11:43:09,6690.62,USD,MER01175,AUTH9061,2024-03-12 11:43:09
PGS941590978631,ACC00010328,31/12/2023 22:13:41,1306.36,CAD,MER01573,AUTH7903,01/01/2024 22:13:41
PGS488287187909,ACC00005567,22/01/2024 23:22:04,5129.78,AUD,MER01356,AUTH2919,25/01/2024 23:22:04
PGS591826456851,ACC00002188,25-Feb-2024 18:36,8728.9,EUR,MER01331,AUTH4165,26-Feb-2024 18:36
PGS346268467755,ACC00007628,28-Mar-2024 17:36,6856.99,GBP,MER01465,AUTH3105,31-Mar-2024 17:36
PGS375758985166,ACC00009545,01/15/2024 01:44 PM,992.19,AUD,MER01873,AUTH0820,01/18/2024 01:44 PM
PGS408656885675,ACC00007890,2024-05-05 12:33:36,91.81,GBP,MER01509,AUTH0092,2024-05-07 12:33:36
PGS508036971231,ACC00007256,07-Feb-2024 22:06,4649.82,CAD,MER01932,AUTH5235,10-Feb-2024 22:06
PGS344358895602,ACC00002182,2024-05-21 15:21:21,2705.95,USD,MER01671,,2024-05-24 15:21:21
PGS885772651213,ACC00002472,24-May-2024 00:53,4478.06,EUR,MER01338,AUTH7420,26-May-2024 00:53
PGS705365479772,ACC00010362,2024-04-02 08:09:22,5647.21,CAD,MER01969,AUTH2300,2024-04-04 08:09:22
PGS682191981167,ACC00003119,10-Feb-2024 22:43,2630.75,GBP,MER01519,AUTH6000,11-Feb-2024 22:43
PGS721744443577,ACC00005568,05/02/2024 02:11 AM,5947.19,GBP,MER01233,AUTH3113,05/03/2024 02:11 AM
PGS007597256352,ACC00008476,04/13/2024 08:51 PM,786.47,EUR,MER01756,AUTH9834,04/15/2024 08:51 PM
PGS486206419858,ACC00008255,28/03/2024 04:38:55,816.42,EUR,MER01313,AUTH4378,31/03/2024 04:38:55
PGS605316519596,ACC00006312,20240306125640,7006.31,GBP,MER01197,AUTH9419,20240307125640
PGS144862021924,ACC00010306,20240116044728,3133.5,GBP,MER01474,AUTH1162,20240119044728
PGS726685199434,ACC00001726,15/04/2024 00:44:17,2955.82,EUR,MER01012,,17/04/2024 00:44:17
PGS801805786354,ACC00008939,02/20/2024 06:01 PM,4054.18,AUD,MER01028,AUTH1298,02/23/2024 06:01 PM
PGS485100298245,ACC00005326,06/01/2024 19:37:38,1284.87,GBP,MER01455,AUTH4884,08/01/2024 19:37:38
PGS477865432573,ACC00001814,21-May-2024 13:21,8675.37,EUR,MER01339,AUTH1341,22-May-2024 13:21
PGS529978349466,ACC00010047,11-Apr-2024 00:07,8246.19,EUR,MER01389,AUTH7150,13-Apr-2024 00:07
